lead_id,canonical_anchors,status,decision,reason,candidate_id,catalog_action,family_id
L0288,BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L571-572[U005523],RESOLVED,substitution-length-evaluator,Recurrence and closed form evaluate substitution length,,not-serious-candidate,not-applicable
L0289,BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L575-576[U005525],RESOLVED,beatty-sequence-evaluator,Floor-difference formula directly evaluates sequence elements,,not-serious-candidate,not-applicable
L0290,BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L599-600[U005537];BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L601-604[U005538];BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L607-610[U005540];BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L613-616[U005542];BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L619-623[U005544];BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L628-629[U005547],RESOLVED,sequential-substitution-executor,Transformation-rule code implements sequential substitution,,not-serious-candidate,not-applicable
L0291,BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L626-627[U005546],RESOLVED,sequential-substitution-preset,Explicit sorting rule is a sequential-substitution preset,,not-serious-candidate,not-applicable
L0292,BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L634-635[U005550];BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L642-646[U005553];BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L649-653[U005555],RESOLVED,tag-system-executor,Code directly implements tag-system evolution,,not-serious-candidate,not-applicable
L0293,BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L636-639[U005551],RESOLVED,tag-system-preset,Explicit deletion count and append rules form a tag-system preset,,not-serious-candidate,not-applicable
L0294,BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L658-659[U005558],WEAK,tag-system-history,Historical origin is not a construction,,not-serious-candidate,not-applicable
L0295,BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L658-659[U005558],WEAK,tag-system-history,Duplicate historical origin,,not-serious-candidate,not-applicable
L0296,BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L658-659[U005558],WEAK,tag-system-history,Duplicate historical origin,,not-serious-candidate,not-applicable
L0297,BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L662-663[U005560];BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L664-671[U005561],RESOLVED,cyclic-tag-system-executor,Code directly implements cyclic-tag evolution,,not-serious-candidate,not-applicable
L0298,BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L672-673[U005562];BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L674-681[U005563],RESOLVED,cyclic-tag-leading-element-evaluator,Code directly evaluates leading elements,,not-serious-candidate,not-applicable
L0299,BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L682-683[U005564];BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L684-688[U005565],RESOLVED,cyclic-tag-system-preset,More than two scheduled blocks are a parameter preset,,not-serious-candidate,not-applicable
L0300,BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L689-690[U005566];BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L691-697[U005567],RESOLVED,cyclic-tag-leading-element-evaluator,Code directly evaluates leading elements,,not-serious-candidate,not-applicable
L0301,BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L698-699[U005568];BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L700-701[U005569],RESOLVED,cyclic-tag-mechanical-implementation,Ball-and-trough apparatus implements the same cyclic-tag mechanic,,not-serious-candidate,not-applicable
L0302,BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L704-705[U005571],WEAK,cyclic-tag-divisibility-property,Block-length divisibility predicts behavior but defines no new system,,not-serious-candidate,not-applicable
L0303,BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L708-709[U005573],WEAK,cyclic-tag-system-history,Historical note is not a construction,,not-serious-candidate,not-applicable
L0304,BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L712-713[U005575];BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L722-731[U005579],RESOLVED,register-machine-executor,State pair and step code implement register-machine evolution,,not-serious-candidate,not-applicable
L0305,BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L714-717[U005576],RESOLVED,register-machine-preset,Explicit five-instruction program is a register-machine preset,,not-serious-candidate,not-applicable
L0306,BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L734-735[U005581],RESOLVED,register-machine-halting-policy,Out-of-range instructions route to an optional halt policy,,not-serious-candidate,not-applicable
L0307,BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L734-735[U005581];BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L736-739[U005582],RESOLVED,register-machine-halting-policy,Duplicate optional halt policy,,not-serious-candidate,not-applicable
L0308,BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L740-741[U005583];BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L742-749[U005584],RESOLVED,extended-register-machine,Instruction definitions route to the extended-register mechanic,,not-serious-candidate,not-applicable
L0309,BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L758-759[U005589];BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L766-767[U005593];BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L800-801[U005605];BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L807-808[U005607];BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L823-824[U005615];BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L825-828[U005616],RESOLVED,symbolic-system-executor,Nested replacement code implements symbolic-system evolution,,not-serious-candidate,not-applicable
L0310,BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L762-763[U005591];BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L764-765[U005592];BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L766-767[U005593];BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L768-771[U005594];BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L772-773[U005595];BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L774-777[U005596];BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L780-781[U005598];BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L782-783[U005599];BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L784-788[U005600],RESOLVED,symbolic-expression-representation,Listed encodings are representations of the same expressions,,not-serious-candidate,not-applicable
L0311,BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L789-790[U005601],RESOLVED,symbolic-expression-observer,Leaf count and depth are expression observers,,not-serious-candidate,not-applicable
L0312,BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L791-792[U005602];BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L793-797[U005603],RESOLVED,symbolic-expression-enumerator,Code enumerates expressions with a fixed leaf count,,not-serious-candidate,not-applicable
L0313,BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L798-799[U005604],RESOLVED,symbolic-expression-count,Binomial formula counts expressions,,not-serious-candidate,not-applicable
L0314,BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L800-801[U005605];BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L802-806[U005606];BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L807-808[U005607];BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L809-810[U005608],RESOLVED,symbolic-system-observer,Fixed-form and invariant code observe symbolic evolution,,not-serious-candidate,not-applicable
L0315,BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L813-814[U005610],WEAK,symbolic-halting-time-property,Long stabilization time is an observed complexity property,,not-serious-candidate,not-applicable
L0316,BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L823-824[U005615];BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L825-828[U005616];BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L835-836[U005620],SERIOUS,symbolic-expression-rewriting,Scan order and overlap avoidance can define materially different dynamics,C089,T20:retain-family,F052
L0317,BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L837-838[U005621];BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L839-840[U005622],RESOLVED,operator-rewrite-preset,Explicit doubling rule is a symbolic operator-system preset,,not-serious-candidate,not-applicable
L0318,BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L841-842[U005623];BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L843-844[U005624],RESOLVED,operator-rewrite-preset,Explicit binary rewrite is a symbolic operator-system preset,,not-serious-candidate,not-applicable
L0319,BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L845-846[U005625];BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L847-848[U005626],RESOLVED,operator-rewrite-preset,Explicit binary rewrite is a symbolic operator-system preset,,not-serious-candidate,not-applicable
L0320,BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L849-850[U005627];BACK-MATTER/NOTES/03-The-World-of-Simple-Programs-Notes.md:L851-852[U005628],RESOLVED,operator-rewrite-preset,Explicit binary rewrite is a symbolic operator-system preset,,not-serious-candidate,not-applicable
L0321,CHAPTERS/04-Systems-Based-on-Numbers.md:L25-26[U000653];CHAPTERS/04-Systems-Based-on-Numbers.md:L27-40[U000654];CHAPTERS/04-Systems-Based-on-Numbers.md:L41-42[U000655];CHAPTERS/04-Systems-Based-on-Numbers.md:L387-388[U000798];CHAPTERS/04-Systems-Based-on-Numbers.md:L389-390[U000799];CHAPTERS/04-Systems-Based-on-Numbers.md:L391-392[U000800],RESOLVED,digit-sequence-encoding,base-choice-is-a-representation-parameter,,not-serious-candidate,not-applicable
L0322,CHAPTERS/04-Systems-Based-on-Numbers.md:L25-26[U000653];CHAPTERS/04-Systems-Based-on-Numbers.md:L27-40[U000654];CHAPTERS/04-Systems-Based-on-Numbers.md:L59-60[U000664];CHAPTERS/04-Systems-Based-on-Numbers.md:L61-62[U000665],RESOLVED,digit-sequence-encoding,base-choice-is-a-representation-parameter,,not-serious-candidate,not-applicable
L0323,CHAPTERS/04-Systems-Based-on-Numbers.md:L25-26[U000653];CHAPTERS/04-Systems-Based-on-Numbers.md:L27-40[U000654],RESOLVED,digit-sequence-encoding,base-choice-is-a-representation-parameter,,not-serious-candidate,not-applicable
L0324,CHAPTERS/04-Systems-Based-on-Numbers.md:L25-26[U000653];CHAPTERS/04-Systems-Based-on-Numbers.md:L27-40[U000654],RESOLVED,digit-sequence-encoding,base-choice-is-a-representation-parameter,,not-serious-candidate,not-applicable
L0325,CHAPTERS/04-Systems-Based-on-Numbers.md:L25-26[U000653];CHAPTERS/04-Systems-Based-on-Numbers.md:L27-40[U000654],RESOLVED,digit-sequence-encoding,base-choice-is-a-representation-parameter,,not-serious-candidate,not-applicable
L0326,CHAPTERS/04-Systems-Based-on-Numbers.md:L25-26[U000653];CHAPTERS/04-Systems-Based-on-Numbers.md:L27-40[U000654],RESOLVED,digit-sequence-encoding,base-choice-is-a-representation-parameter,,not-serious-candidate,not-applicable
L0327,CHAPTERS/04-Systems-Based-on-Numbers.md:L25-26[U000653];CHAPTERS/04-Systems-Based-on-Numbers.md:L27-40[U000654],RESOLVED,digit-sequence-encoding,base-choice-is-a-representation-parameter,,not-serious-candidate,not-applicable
L0328,CHAPTERS/04-Systems-Based-on-Numbers.md:L25-26[U000653];CHAPTERS/04-Systems-Based-on-Numbers.md:L27-40[U000654],RESOLVED,digit-sequence-encoding,base-choice-is-a-representation-parameter,,not-serious-candidate,not-applicable
L0329,CHAPTERS/04-Systems-Based-on-Numbers.md:L25-26[U000653];CHAPTERS/04-Systems-Based-on-Numbers.md:L27-40[U000654],RESOLVED,digit-sequence-encoding,base-choice-is-a-representation-parameter,,not-serious-candidate,not-applicable
L0330,CHAPTERS/04-Systems-Based-on-Numbers.md:L25-26[U000653];CHAPTERS/04-Systems-Based-on-Numbers.md:L27-40[U000654],RESOLVED,digit-sequence-encoding,base-choice-is-a-representation-parameter,,not-serious-candidate,not-applicable
L0331,CHAPTERS/04-Systems-Based-on-Numbers.md:L53-54[U000661],SERIOUS,iterated-map,fixed-arithmetic-update-on-one-number,C037,T34:retain-family;T35:retain-preset;T36:retain-preset;T43:retain-family,F027
L0332,CHAPTERS/04-Systems-Based-on-Numbers.md:L53-54[U000661];CHAPTERS/04-Systems-Based-on-Numbers.md:L69-70[U000669],SERIOUS,iterated-map,fixed-arithmetic-update-on-one-number,C037,T34:retain-family;T35:retain-preset;T36:retain-preset;T43:retain-family,F027
L0333,CHAPTERS/04-Systems-Based-on-Numbers.md:L53-54[U000661];CHAPTERS/04-Systems-Based-on-Numbers.md:L59-60[U000664];CHAPTERS/04-Systems-Based-on-Numbers.md:L61-62[U000665],SERIOUS,iterated-map,fixed-arithmetic-update-on-one-number,C037,T34:retain-family;T35:retain-preset;T36:retain-preset;T43:retain-family,F027
L0334,CHAPTERS/04-Systems-Based-on-Numbers.md:L67-68[U000668],RESOLVED,scalar-arithmetic-iteration,constant-addends-are-rule-presets,,not-serious-candidate,not-applicable
L0335,CHAPTERS/04-Systems-Based-on-Numbers.md:L67-68[U000668],RESOLVED,scalar-arithmetic-iteration,constant-addends-are-rule-presets,,not-serious-candidate,not-applicable
L0336,CHAPTERS/04-Systems-Based-on-Numbers.md:L67-68[U000668],RESOLVED,scalar-arithmetic-iteration,constant-addends-are-rule-presets,,not-serious-candidate,not-applicable
L0337,CHAPTERS/04-Systems-Based-on-Numbers.md:L67-68[U000668],RESOLVED,scalar-arithmetic-iteration,constant-addends-are-rule-presets,,not-serious-candidate,not-applicable
L0338,CHAPTERS/04-Systems-Based-on-Numbers.md:L67-68[U000668],RESOLVED,scalar-arithmetic-iteration,constant-addends-are-rule-presets,,not-serious-candidate,not-applicable
L0339,CHAPTERS/04-Systems-Based-on-Numbers.md:L67-68[U000668],RESOLVED,scalar-arithmetic-iteration,constant-addends-are-rule-presets,,not-serious-candidate,not-applicable
L0340,CHAPTERS/04-Systems-Based-on-Numbers.md:L67-68[U000668],RESOLVED,scalar-arithmetic-iteration,constant-addends-are-rule-presets,,not-serious-candidate,not-applicable
L0341,CHAPTERS/04-Systems-Based-on-Numbers.md:L71-72[U000670],SERIOUS,iterated-map,fixed-multiplication-update-on-one-number,C037,T34:retain-family;T35:retain-preset;T36:retain-preset;T43:retain-family,F027
L0342,CHAPTERS/04-Systems-Based-on-Numbers.md:L73-74[U000671];CHAPTERS/04-Systems-Based-on-Numbers.md:L79-80[U000674];CHAPTERS/04-Systems-Based-on-Numbers.md:L99-100[U000684];CHAPTERS/04-Systems-Based-on-Numbers.md:L101-102[U000685];CHAPTERS/04-Systems-Based-on-Numbers.md:L145-146[U000707],SERIOUS,iterated-map,fixed-multiplication-update-on-one-number,C037,T34:retain-family;T35:retain-preset;T36:retain-preset;T43:retain-family,F027
L0343,CHAPTERS/04-Systems-Based-on-Numbers.md:L75-76[U000672],RESOLVED,scalar-arithmetic-iteration,figures-compare-multiplication-rule-presets,,not-serious-candidate,not-applicable
L0344,CHAPTERS/04-Systems-Based-on-Numbers.md:L77-78[U000673];CHAPTERS/04-Systems-Based-on-Numbers.md:L93-94[U000681],RESOLVED,scalar-arithmetic-iteration,figures-compare-multiplication-rule-presets,,not-serious-candidate,not-applicable
L0345,CHAPTERS/04-Systems-Based-on-Numbers.md:L91-92[U000680];CHAPTERS/04-Systems-Based-on-Numbers.md:L99-100[U000684],SERIOUS,iterated-map,rational-multiplier-is-an-executable-number-map,C037,T34:retain-family;T35:retain-preset;T36:retain-preset;T43:retain-family,F027
L0346,CHAPTERS/04-Systems-Based-on-Numbers.md:L103-104[U000686];CHAPTERS/04-Systems-Based-on-Numbers.md:L105-106[U000687];CHAPTERS/04-Systems-Based-on-Numbers.md:L107-108[U000688],RESOLVED,scalar-trajectory-observer,fractional-part-plot-is-an-output-projection,,not-serious-candidate,not-applicable
L0347,CHAPTERS/04-Systems-Based-on-Numbers.md:L111-112[U000690];CHAPTERS/04-Systems-Based-on-Numbers.md:L113-114[U000691];CHAPTERS/04-Systems-Based-on-Numbers.md:L115-116[U000692];CHAPTERS/04-Systems-Based-on-Numbers.md:L117-118[U000693],SERIOUS,iterated-map,parity-guard-selects-the-next-number-transform,C037,T34:retain-family;T35:retain-preset;T36:retain-preset;T43:retain-family,F027
L0348,CHAPTERS/04-Systems-Based-on-Numbers.md:L117-118[U000693],RESOLVED,scalar-piecewise-iteration,caption-and-image-route-to-the-same-rule-preset,,not-serious-candidate,not-applicable
L0349,CHAPTERS/04-Systems-Based-on-Numbers.md:L113-114[U000691];CHAPTERS/04-Systems-Based-on-Numbers.md:L115-116[U000692];CHAPTERS/04-Systems-Based-on-Numbers.md:L117-118[U000693],RESOLVED,scalar-piecewise-iteration,caption-and-image-route-to-the-same-rule-preset,,not-serious-candidate,not-applicable
L0350,CHAPTERS/04-Systems-Based-on-Numbers.md:L125-126[U000697];CHAPTERS/04-Systems-Based-on-Numbers.md:L129-130[U000699];CHAPTERS/04-Systems-Based-on-Numbers.md:L131-132[U000700];CHAPTERS/04-Systems-Based-on-Numbers.md:L135-136[U000702],RESOLVED,scalar-piecewise-iteration,changed-multipliers-are-rule-parameter-presets,,not-serious-candidate,not-applicable
L0351,CHAPTERS/04-Systems-Based-on-Numbers.md:L133-134[U000701];CHAPTERS/04-Systems-Based-on-Numbers.md:L135-136[U000702],WEAK,trajectory-behavior,growth-and-fluctuation-are-properties-not-constructions,,not-serious-candidate,not-applicable
L0352,CHAPTERS/04-Systems-Based-on-Numbers.md:L135-136[U000702];CHAPTERS/04-Systems-Based-on-Numbers.md:L137-138[U000703],RESOLVED,scalar-piecewise-iteration,figure-renders-an-already-specified-rule-preset,,not-serious-candidate,not-applicable
